id,createdAt,twitterUrl,likeCount,retweetCount,viewCount,text,processed_text,polarity,sentiment
1.610859470741205e+18,2023-01-05 04:43:20+00:00,https://twitter.com/BuildMyInfra/status/1610859470741204993,0,0,9.0,"#CLIENTESTIMONIALS ✨
Don't just take our word for it!
Here is what one of our clients, #BigBasket has to say about #BUILDMYINFRA.
.
#BMI #clienttestimonial #clientreview #testimonial #happyclients #clientfeedback #clientappreciation #clientlove #clientreviews #testimonials... https://t.co/YR8SofyrNA",dont take word one client say,0.0,Neutral
1.6108756061615596e+18,2023-01-05 05:47:27+00:00,https://twitter.com/param_dairy/status/1610875606161559555,0,0,95.0,"The all season Super Refresher! 😋🍓🥛
#Param #falvouredmilk #strawberry

Available on : #Amazon #Meesho #Flipkart #JioMart #bigbasket
Can also Place Order from :

https://t.co/9sF0kAeg4R
📞 For trade enquiries, call 1800-111-115

#paramdairy #ghee #ParamMilk #skimmedmilk https://t.co/PjyL1DV3Wh",season super refresher available also place order trade enquiry call 1800111115,0.5994,Positive
1.6108983854305116e+18,2023-01-05 07:17:58+00:00,https://twitter.com/bigbasket_com/status/1610898385430511616,8,1,1096.0,"Your hunger pangs deserve the taste of Maggi Instant Noodles!

Shop now from bigbasket!

#bigbasket #Maggi #Noodles #TastyFood #OnlineShopping #GroceryDelivery #ShopNow https://t.co/pWIUU6RYNO",hunger pang deserve taste maggi instant noodle shop,-0.25,Negative
1.6109401143555932e+18,2023-01-05 10:03:47+00:00,https://twitter.com/MyWhatSales/status/1610940114355593216,1,0,149.0,"[@mywhatsales News] How India's Largest Online Grocer Aims to Win the E-commerce Race!

BigBasket is confident in its ability to continue growing and succeed in the highly competitive e-commerce market in India.

#india #BigBasket #online #newyear #2022 #2023 #ecommerce. #amazon https://t.co/6vK9MbVoOp",news india large online grocer aim win ecommerce race confident ability continue grow succeed highly competitive ecommerce market india,0.9259,Positive
1.6109626025612452e+18,2023-01-05 11:33:09+00:00,https://twitter.com/KamakshisJourn1/status/1610962602561245188,0,0,9.0,"Trying to buy ""matchsticks"" and getting cosmetics on #Bigbasket . Annoying brand names!",try buy matchstick get cosmetic annoy brand name,-0.4404,Negative
1.610992031836549e+18,2023-01-05 13:30:05+00:00,https://twitter.com/ETRetail/status/1610992031836549120,1,0,165.0,Indian consumers in no rush for faster grocery deliveries: Survey #GroceryDelivery #QuickCommerce #Swiggy #Localcircles #Dunzo #SwiggyInstamart #Bigbasket #Reliance  https://t.co/6nhcBTF9Zg,indian consumer rush faster grocery delivery survey,0.0,Neutral
1.611175685401514e+18,2023-01-06 01:39:52+00:00,https://twitter.com/thefinalmiracle/status/1611175685401513984,0,0,18.0,"@bigbasket_com @bbnow_bigbasket
@consaff
Why didn't I get discount for using my ICICI card like your offer shows? I didn't even get option to qpply offer despite it says it's available from 6th Jan.
#bigbasket",didnt get discount use icici card like offer show didnt even get option qpply offer despite say available 6th jan,0.3612,Positive
1.61124331478281e+18,2023-01-06 06:08:36+00:00,https://twitter.com/param_dairy/status/1611243314782810113,0,0,44.0,"Your Delicious SIP for Fresh Mornings.🌞☕️
#param #dairywhitener #dairyo👍

Available on : #Amazon #Meesho #Flipkart #JioMart #bigbasket
Can also Place Order from :

https://t.co/9sF0kAeg4R
📞 For trade enquiries, call 1800-111-115

#paramdairy #ParamMilk #skimmedmilk #milkpowder https://t.co/eE5mA78MW0",delicious sip fresh morning available also place order trade enquiry call 1800111115,0.7184,Positive
1.6113225748894474e+18,2023-01-06 11:23:33+00:00,https://twitter.com/krsandips/status/1611322574889447425,1,1,55.0,@bigbasket_com Yes got a call but they had nothing to say except the apology. You just run out of your accountability and responsibility by just saying sorry. Similar to your @airindiain incident. #carelessattitude #bigbasket #airindia #noaccountability #fssai @fssaiindia,yes get call nothing say except apology run accountability responsibility say sorry similar incident,0.3076,Positive
1.6113318993221386e+18,2023-01-06 12:00:36+00:00,https://twitter.com/bigbasket_com/status/1611331899322138625,2,1,893.0,"We are excited to announce the winners of The Season's Special Recipe Contest!

Congratulations to our first-place winner, Veena K N ! 
Congratulations to our second-place winner, Ragini Pole ! 
And congratulations to the runners-up ! 

Link: https://t.co/bzupBphjVd

#bigbasket https://t.co/BhF1hjARk6",excite announce winner season special recipe contest congratulation firstplace winner veena k n congratulation secondplace winner ragini pole congratulation runnersup link,0.9833,Positive
1.6113340040907407e+18,2023-01-06 12:08:58+00:00,https://twitter.com/bigbasket_com/status/1611334004090740736,2,1,1026.0,"This contest has so mush-room for great taste!😋

Share a unique recipe featuring mushrooms and stand a chance of winning a bb gift card worth Rs. 500!

Hurry, get your chef's hats on and get cooking! The contest ends on 10th January.

Link : https://t.co/hWpmMMX5gB 

#bigbasket https://t.co/18fooYdkwg",contest mushroom great taste share unique recipe feature mushroom stand chance win bb gift card worth r 500 hurry get chef hat get cooking contest end 10th january link,0.9423,Positive
1.6116540932186726e+18,2023-01-07 09:20:53+00:00,https://twitter.com/AjayPrashanth7/status/1611654093218672642,1,0,36.0,@QueenBeeBusy Don't order food from #Zomato #Swiggy #Zepto #BigBasket they will always send expired food and items.,dont order food always send expire food item,0.0,Neutral
1.611667912108159e+18,2023-01-07 10:15:48+00:00,https://twitter.com/RanaStorage/status/1611667912108158976,3,0,43.0,"✅ Heavy Duty High Load Capacity Semi Electric Stacker Premium Quality and Fast Delivery
🌐:https://t.co/LOGvaFPih8
📧:balram.singh@ranastorage.com
📲:+91-8130397255
#warehouse #manufacturer #india #1mg #bigbasket #ekart #ecommerce https://t.co/8d3rlG23EE",heavy duty high load capacity semi electric stacker premium quality fast delivery balramsingh com 918130397255,0.0,Neutral
1.611671302712234e+18,2023-01-07 10:29:16+00:00,https://twitter.com/TarunChadha10/status/1611671302712233984,1,1,156.0,"@bigbasket_com @bbnow_bigbasket 

Firstly I order surf excel Liquid for my home, then first big basket cancelled my order from there end and now they guys inactive my account

Now I will assure no one from my family, my friends, my colleagues. No one known to me use #Bigbasket https://t.co/RReJfBEuXx",firstly order surf excel liquid home first big basket cancel order end guy inactive account assure one family friend colleague one know use,0.765,Positive
1.6119409591930184e+18,2023-01-08 04:20:47+00:00,https://twitter.com/Sonali_Gogate/status/1611940959193018368,0,0,444.0,"Something is wrong with the organic flours of Big Basket @bigbasket_com these days.
The organic atta I got this time is like maida.
And my father ordered organic jowar atta from them and have got a very dark coloured flour!
Anyone else seen this?
#bigbasket",something wrong organic flour big basket day organic atta get time like maida father order organic jowar atta get dark colour flour anyone else see,-0.1531,Negative
1.611947094096634e+18,2023-01-08 04:45:10+00:00,https://twitter.com/BOLDMonks/status/1611947094096633857,0,0,112.0,I am not able to pay on @ZeptoNow while @TataNeu7 @bbnow_bigbasket @HDFC_Bank @HDFCBank_Cares are not even opening. Is anybody else facing this #outage ?,able pay even opening anybody else face,-0.1027,Negative
1.6121105632530596e+18,2023-01-08 15:34:44+00:00,https://twitter.com/shandilya_tanay/status/1612110563253059586,0,0,23.0,Bbnow has become BbNotNow. Longer delivery time making it incompetent with other players in market with lightening fast delivery. I'd rather choose paying 10 bucks instead of waiting. #bigbasket #bbnow,bbnow become bbnotnow longer delivery time make incompetent player market lighten fast delivery id rather choose pay 10 buck instead wait,-0.5423,Negative
1.6121213906055578e+18,2023-01-08 16:17:45+00:00,https://twitter.com/sheetalved2014/status/1612121390605557760,0,0,7.0,#Bigbasket is fraud,fraud,-0.5859,Negative
1.6121215810563195e+18,2023-01-08 16:18:31+00:00,https://twitter.com/sheetalved2014/status/1612121581056319493,0,0,10.0,#BigBasket cheats and bullies customer,cheat bully customer,-0.7351,Negative
1.612285618196992e+18,2023-01-09 03:10:20+00:00,https://twitter.com/ImJoDav/status/1612285618196992001,0,0,21.0,@bigbasket_com help me... It's been two days.. i can't pick any delivery slots #Chennai #bigbasket,help two day cant pick delivery slot,0.4019,Positive
1.612304617718829e+18,2023-01-09 04:25:50+00:00,https://twitter.com/drsdm23/status/1612304617718829059,0,0,15.0,"@bigbasket_com Please don't split  one order in terms of two deliveries and choose  the divided value of the invoices to charge for delivery .If I order one bulk to carry  no delivery charges why dividing into two and adding a delivery charge on each 
#DeliveryCharges 
#Bigbasket",please dont split one order term two delivery choose divide value invoice charge delivery order one bulk carry delivery charge divide two add delivery charge,0.5719,Positive
1.6123129493136466e+18,2023-01-09 04:58:57+00:00,https://twitter.com/SanjitaPanigra2/status/1612312949313646597,5,0,474.0,Why doesn't @DunzoIt &amp; @ZeptoNow &amp; @bbnow_bigbasket function in Bhubaneswar?,doesnt amp amp function bhubaneswar,0.0,Neutral
1.6123164530674565e+18,2023-01-09 05:12:52+00:00,https://twitter.com/PMarkMustardOil/status/1612316453067456512,0,0,69.0,"Connect with P Mark Mustard Oil using your smartphone. Find us on leading online shopping apps like Bigbasket, Amazon India, Jio Mart and Flipkart. And say “Hello, P Mark!” https://t.co/aKxALGpJau
#PMarkMustardOil #PMark #MustardOil  #shopping #Bigbasket #AmazonIndia #Food https://t.co/fDnOi6HJTS",connect p mark mustard oil use smartphone find u lead online shopping apps like amazon india jio mart flipkart say hello p mark,0.4939,Positive
1.6123369762036e+18,2023-01-09 06:34:25+00:00,https://twitter.com/MyWhatSales/status/1612336976203599872,1,1,770.0,"[@mywhatsales News] BREAKING: Amazon Pulling the Plug on Wickr-Me App!

Wickr Me will be shutting down in the coming months. The move comes as the company focuses on other areas of its business.

 #india #BigBasket #online #newyear #newyear2023 #WickrMe #news #breaking https://t.co/oKGqXX2p4K",news break amazon pull plug wickrme app wickr shut come month move come company focus area business,0.1779,Positive
1.6123493939986022e+18,2023-01-09 07:23:46+00:00,https://twitter.com/bigbasket_com/status/1612349393998602241,1,0,602.0,"bigbasket foundation, in collaboration with @Helpageindia, seeks funds for patients with cataract.

Together, let us make a difference to the lives of those who need it!

Donation Link - https://t.co/9ymQ8lbh5J

#bigbasket #foundation #helpageindia #gift #sight https://t.co/pXroXNq0cA",foundation collaboration seek fund patient cataract together let u make difference life need donation link,0.0,Neutral
1.6123705460036936e+18,2023-01-09 08:47:49+00:00,https://twitter.com/GirlWhoSpitFire/status/1612370546003693571,1,1,162.0,"Bigbasket has the worst customer service/helpdesk
@bigbasket_com #bigbasket #bigbasketdaily #bbdaily",bad customer servicehelpdesk,-0.5423,Negative
1.6123805020859963e+18,2023-01-09 09:27:22+00:00,https://twitter.com/PMookerjee/status/1612380502085996544,0,0,39.0,"Can not understand why big industrial groups are so interested in grabbing small e-commerce firms for online delivery? For example, #1mg or #bigbasket is not what it was even a year ago. Offers aren’t fixed, popularity declining. Wonder why Monopoly Rule in India isn’t upgraded!",understand big industrial group interested grab small ecommerce firm online delivery example even year ago offer arent fix popularity decline wonder monopoly rule india isnt upgraded,0.0377,Positive
1.6124661192978885e+18,2023-01-09 15:07:35+00:00,https://twitter.com/observor123/status/1612466119297888257,0,0,1.0,@TataNeu7 @bigbasket_com WHERE is my order? We’re senior citizens. Are you going to deliver at 10 PM????,order senior citizen go deliver 10 pm,0.0,Neutral
1.6124690160561684e+18,2023-01-09 15:19:06+00:00,https://twitter.com/PrathameshGore9/status/1612469016056168448,1,2,94.0,"@bigbasket_com @bbnow_bigbasket Had bought sprouts from u, found insects in it while eating. Horrible. Can't u have quality checks, why such low quality infested sprouts are sold at high prices? @fssaiindia https://t.co/8Zt7JITVq9",bought sprout u found insect eat horrible cant u quality check low quality infest sprout sell high price,-0.6808,Negative
1.612472858047058e+18,2023-01-09 15:34:22+00:00,https://twitter.com/Shayoneespeaks/status/1612472858047057920,0,0,17.0,@bigbasket_com How much longer should I wait?,much longer wait,0.0,Neutral
1.6124731095332987e+18,2023-01-09 15:35:22+00:00,https://twitter.com/debajitpalit/status/1612473109533298689,0,0,119.0,Hey @bigbasket_com Order TN-1125738875-20230108 placed via @tata_neu &amp; scheduled 4 delivery on 9Jan b/w 5 &amp; 8 pm was arbitrarily cancelled by you @ 8.05 pm citing operational issue. It's a shame that u cud not deliver in time so cancelled d order. Is this d @TataCompanies service https://t.co/fdPaC8Jg6n,hey order tn112573887520230108 place via amp schedule 4 delivery 9jan bw 5 amp 8 pm arbitrarily cancel 805 pm cite operational issue shame u cud deliver time cancel order service,-0.7269,Negative
1.6124757923779297e+18,2023-01-09 15:46:01+00:00,https://twitter.com/Avymeet1206/status/1612475792377929728,1,1,22.0,@bigbasket_com no response from you on a complaint made via email. Is this the way you treat your customers? Not even an acknowledgment of the email? @TataCompanies,response complaint make via email way treat customer even acknowledgment email,0.128,Positive
1.612479223398273e+18,2023-01-09 15:59:39+00:00,https://twitter.com/observor123/status/1612479223398273026,0,0,4.0,@TataNeu7 @bigbasket_com it’s 939 PM for heaven’s sake 🤦‍♀️. No signs…,939 pm heaven sake sign,0.5106,Positive
1.6124808639206072e+18,2023-01-09 16:06:11+00:00,https://twitter.com/PrathameshGore9/status/1612480863920607232,0,0,11.0,@bigbasket_com Have DM'ed u my phone no.,dmed u phone,0.0,Neutral
1.6124821476334838e+18,2023-01-09 16:11:17+00:00,https://twitter.com/parthgohil09/status/1612482147633483776,0,1,191.0,". @Milkbasketin is way ahead in terms of service and quality.

Been a long time subscriber of @bigbasket_com but moved to MB",way ahead term service quality long time subscriber move mb,0.0,Neutral
1.6124831824312115e+18,2023-01-09 16:15:23+00:00,https://twitter.com/Shayoneespeaks/status/1612483182431211522,0,0,78.0,@bigbasket_com never a pleasure doing business with you,never pleasure business,-0.4585,Negative
1.6124871410614395e+18,2023-01-09 16:31:07+00:00,https://twitter.com/observor123/status/1612487141061439488,0,1,11.0,@bigbasket_com @TataNeu7 one more time you’ve let down your regular client with some puncture story! Frustrating you guys have become,one time youve let regular client puncture story frustrate guy become,-0.4588,Negative
1.6124875165816914e+18,2023-01-09 16:32:37+00:00,https://twitter.com/pawansoodin/status/1612487516581691392,0,0,11.0,@bbnow_bigbasket please figure out your business model. Placed order BBN-1126415407-20230109 at 8:36 PM however it has not been delivered yet. Wasted 22 min with your chatbot Madhumita who could only repeat canned messages rather than actually solving the issue!!! #WhereIsMyOrder,please figure business model place order bbn112641540720230109 836 pm however deliver yet waste 22 min chatbot madhumita could repeat can message rather actually solve issue,0.0772,Positive
1.61248854584712e+18,2023-01-09 16:36:42+00:00,https://twitter.com/observor123/status/1612488545847119873,0,0,3.0,"@bigbasket_com I want it delivered between 7/10 AM tomorrow, NOT 10/2. PLEASE NOTE",want deliver 710 tomorrow 102 please note,0.3818,Positive
1.612493325168218e+18,2023-01-09 16:55:42+00:00,https://twitter.com/karan0817/status/1612493325168218131,0,0,51.0,@bigbasket_com Please check out these pics i have attached all near expiry and the chicken is literally having blood in the pack. Is this the cleaned and hygiene you guys claiiimm. BigBaskte is BigMistake i did. No resolution provided on chat as well. Disappointed!!! https://t.co/7KjV1d8d7a,please check pic attach near expiry chicken literally blood pack clean hygiene guy claiiimm bigbaskte bigmistake resolution provide chat well disappointed,0.4588,Positive
1.6124946992727695e+18,2023-01-09 17:01:09+00:00,https://twitter.com/karan0817/status/1612494699272769537,0,0,26.0,@bigbasket_com The team has certainly done nothing as i have already made long chat with may be some bot !!!,team certainly do nothing already make long chat may bot,0.34,Positive
1.6124980604747162e+18,2023-01-09 17:14:31+00:00,https://twitter.com/deepugami/status/1612498060474716160,2,0,736.0,"Ordered food from @zomato but apparently hostel security only allows grocery and couriers at night. Asked a random @bigbasket_com bhaiya to help us out, he delivered our order without even asking for extra tip 🥲

btw, food was delivered in @Swiggy packaging🫡",order food apparently hostel security allows grocery courier night ask random bhaiya help u deliver order without even ask extra tip btw food deliver packaging,0.6249,Positive
1.6125010614279578e+18,2023-01-09 17:26:26+00:00,https://twitter.com/rjdoshi111/status/1612501061427957760,0,0,3.0,"@PrathameshGore9 @bigbasket_com @bbnow_bigbasket @fssaiindia Ridiculous this is
Shameful act",ridiculous shameful act,-0.6908,Negative
1.6125014855643628e+18,2023-01-09 17:28:07+00:00,https://twitter.com/rjdoshi111/status/1612501485564362752,0,0,6.0,"@Avymeet1206 @bigbasket_com @TataCompanies This is new era tata companies
Shameful",new era tata company shameful,-0.4939,Negative
1.6125099501731512e+18,2023-01-09 18:01:45+00:00,https://twitter.com/SudheerSinghB/status/1612509950173151233,1,1,40.0,"@bigbasket_com @CEE_bigbasket @bigbasketblog @bbnow_bigbasket @BigBasketTech 

BigBasket delivery executives (some) are THIEVES.
They miss the products and they say they have delivered.

BIG FRAUD. BIG SCAM",delivery executive thief miss product say deliver big fraud big scam,-0.91,Negative
1.6125110777572352e+18,2023-01-09 18:06:14+00:00,https://twitter.com/AnonnaDutt/status/1612511077757235202,1,0,20.0,@ritam_de_scribe @Swiggy @SwiggyInstamart Thanks. I have now. But that too takes a bit of time because I stay in a far off area. Would have loved for @bbnow_bigbasket to not have wasted time and refused the order if they couldn't deliver.,thanks take bit time stay far area would love waste time refuse order couldnt deliver,0.4767,Positive
1.612512045684998e+18,2023-01-09 18:10:05+00:00,https://twitter.com/GandhyNargis/status/1612512045684998145,0,0,11.0,@bigbasket_com stute jams are out of stock since forever… when will they be restocked?,stute jam stock since forever restock,0.0,Neutral
1.612512771526267e+18,2023-01-09 18:12:58+00:00,https://twitter.com/rjdoshi111/status/1612512771526266880,0,0,3.0,"@SudheerSinghB @bigbasket_com @CEE_bigbasket @bigbasketblog @bbnow_bigbasket @BigBasketTech Shame
Shame",shame shame,-0.7351,Negative
1.612513153866412e+18,2023-01-09 18:14:29+00:00,https://twitter.com/rjdoshi111/status/1612513153866412032,0,0,3.0,"@moohfatt @bigbasket_com This is too too bad 
Shame on them 
Got tons of expired products",bad shame get ton expire product,-0.765,Negative
1.6125147870529126e+18,2023-01-09 18:20:58+00:00,https://twitter.com/GandhyNargis/status/1612514787052912640,0,0,11.0,@bigbasket_com Done that a while ago … but it’s not been restocked,do ago restock,0.0,Neutral
1.6125389558489006e+18,2023-01-09 19:57:01+00:00,https://twitter.com/Kittie66477737/status/1612538955848900608,0,0,49.0,@bigbasket_com hi tomorrow morning 6 am inhave delivery but i don't want delivery guy to call me because my baby will be sleeping. It's a prepaid order. https://t.co/QoMawDDPnP,hi tomorrow morning 6 inhave delivery dont want delivery guy call baby sleep prepaid order,-0.0572,Negative
1.6133971180976988e+18,2023-01-12 04:47:03+00:00,https://twitter.com/ubsforums/status/1613397118097698818,1,0,74.0,"We are thrilled to welcome our respected speaker 𝐓𝐞𝐣𝐚𝐬 𝐕𝐲𝐚𝐬 for our ""4th Edition Future Product Management Summit 2023"" on Friday, February 24, 2023 at the JW Marriott, Mumbai.
Visit this link to register: https://t.co/gvhrI9d7cw
#UBSF #prodmgmt #bigbasket https://t.co/fzRAT5WzoT",thrill welcome respect speaker 4th edition future product management summit 2023 friday february 24 2023 jw marriott mumbai visit link register,0.8807,Positive
1.6133972037327954e+18,2023-01-12 04:47:23+00:00,https://twitter.com/indistart/status/1613397203732795392,1,0,3.0,Top 5 #Food Startups of India – 2015 #StartUp https://t.co/wYJIVOx7pI #bigbasket,top 5 startup india 2015,0.2023,Positive
1.6134152669727498e+18,2023-01-12 05:59:10+00:00,https://twitter.com/bigbasket_com/status/1613415266972749825,5,0,1375.0,"10/10 would hire for every role!
#bigbasket #Paneer https://t.co/T9LAdE9apd",1010 would hire every role,0.0,Neutral
1.613477158806229e+18,2023-01-12 10:05:06+00:00,https://twitter.com/boochbeverages/status/1613477158806228993,1,0,68.0,"Booch for all youths on ""National Youth Day"".
.
.
.
#chilldrink #nonalcoholicdrink #stressbuster #bangalore #booch #vivekananda #nationalyouthday  #overthinking #lowcalories #boochbev #nostress #nosleep #lifestress  #shithappens  #ordernow #relax #chill #darkcircles #bigbasket https://t.co/cquyD5IiTm",booch youth national youth day,0.0,Neutral
1.613480965552345e+18,2023-01-12 10:20:13+00:00,https://twitter.com/Yadav1987Deepti/status/1613480965552345088,0,0,48.0,"Tata will soon enter the stock market with a new IPO. | Tata Group bringing IPO after 18 years; It will be a big opportunity for investors.

If you want to read the full article, please visit our site https://t.co/oM7kbp6Pcq.

#tatagroup #stockmarket #ipo #market #bigbasket #sebi https://t.co/AQVZ39RYTR",tata soon enter stock market new ipo tata group bring ipo 18 year big opportunity investor want read full article please visit site,0.6597,Positive
1.6134836472728986e+18,2023-01-12 10:30:53+00:00,https://twitter.com/latestly/status/1613483647272898560,2,0,459.0,"Paytm Shares: Cheers for Shareholders As Alibaba Consolidates India Exit After Selling Stock in BigBasket, Zomato, Paytm
https://t.co/giDw7M3aih
#Paytm #Shares #Alibaba #sharemarket #BigBasket #Zomato #Paytm @Paytm @bigbasket_com @zomato",paytm share cheer shareholder alibaba consolidates india exit sell stock paytm,0.6705,Positive
1.6134854923891876e+18,2023-01-12 10:38:13+00:00,https://twitter.com/BWBusinessworld/status/1613485492389187584,0,0,80.0,".@bigbasket_com's Offline Retail Strategy To Increases Its Indian Customer Base And Support Future Growth: GlobalData

Read: https://t.co/imFeoyu1wo

#growth #future #retail #strategy #bigbasket #tata",offline retail strategy increase indian customer base support future growth globaldata read,0.7269,Positive
1.6137435461668372e+18,2023-01-13 03:43:37+00:00,https://twitter.com/Sharmaji_x/status/1613743546166837248,0,0,16.0,@bigbasket_com never delivers on committed date. when other companies are getting it delivered in 15 minutes you guys takes ages. pathetic #bigbasket,never delivers commit date company get deliver 15 minute guy take age pathetic,-0.6796,Negative
1.6137746305814036e+18,2023-01-13 05:47:09+00:00,https://twitter.com/bigbasket_com/status/1613774630581403649,5,0,1178.0,"Our heartiest congratulations to Tanishqa Borges for winning the Mushroom Madness Recipe Contest.
Your Immunity Boosting Mushroom Soup recipe was loved by everyone at bigbasket!

Check out the recipe in the link:  https://t.co/VxTU7XQ9hR 

#bigbasket #ContestWinner #RecipeContest https://t.co/kjt9SaImrK",heartiest congratulation tanishqa borges win mushroom madness recipe contest immunity boost mushroom soup recipe love everyone check recipe link,0.9136,Positive
1.6137752246122906e+18,2023-01-13 05:49:30+00:00,https://twitter.com/bigbasket_com/status/1613775224612290560,6,1,1147.0,"It's getting cold outside. And the only rescue is warm food!😋

Share your favorite winter recipe and stand a chance of winning a bb gift card worth Rs. 500!

Hurry, get your chef's hats on and get cooking!

Link: https://t.co/ijtsFogEwH 

#bigbasket #ContestAlert #Contest https://t.co/OiykTGJfML",get cold outside rescue warm food share favorite winter recipe stand chance win bb gift card worth r 500 hurry get chef hat get cooking link,0.9584,Positive
1.6137841387164508e+18,2023-01-13 06:24:55+00:00,https://twitter.com/indiWinners/status/1613784138716450816,2,0,88.0,"#ContestResult: New contest results declared by @bigbasket_com.
Congratulations to all the winners.  

#bigbasket #ContestAlert #indiWinners https://t.co/TaN6iByW7u",new contest result declare congratulation winner,0.8271,Positive
1.613788655637926e+18,2023-01-13 06:42:52+00:00,https://twitter.com/bigbasket_com/status/1613788655637925888,2,1,1135.0,"Celebrate the festival of Lohri with joy, energy and delicious food.

#bigbasket #Lohri #Lohri2023 https://t.co/WWPmlvJI4D",celebrate festival lohri joy energy delicious food,0.9477,Positive
1.6138298597296087e+18,2023-01-13 09:26:36+00:00,https://twitter.com/vprakash568/status/1613829859729608704,0,0,203.0,"There was a big movement for #Paytmshareholders on Thursday as a block deal took place where 2,59,930 shares were sold at Rs 535.90 worth Rs 13.93 crore.  See report;

https://t.co/wOErCkfIBX #Paytm #paytmshare #paytmstock #alibaba #bigbasket #chineseinvestors #stocknews #zomato",big movement thursday block deal take place 259930 share sell r 53590 worth r 1393 crore see report,0.0516,Positive
